time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,VegH_EC,aspect_RS,BS_RS,CO2_RS,elevation_RS,LST_RS,LST-Tair_RS,Landcover_RS,month_RS,NDVI_RS,NDVI_anom_RS,NPV_RS,PV_RS,VegH_RS,WCF_RS,rain_RS,rain_anom_RS,rain_cml12_RS,rain_cml12_anom_RS,rain_cml3_RS,rain_cml3_anom_RS,rain_cml6_RS,rain_cml6_anom_RS,srad_RS,srad_anom_RS,tavg_RS,tavg_anom_RS,vpd_RS,x_coord,y_coord
2018-11-15,21.98775373650808,0.0,14.391967180940494,22.114817385235675,28.816802305555555,0.2334779488888889,31.281497424026615,30.8,158.07484243510558,20.933995345838834,100.69551807568686,330.64641924302225,387.65254722222227,377.80729250818047,27.97715973109155,0.5,341.00018,49.708683,405.967,202.09416,48.335785,18.961788,30,11.0,0.14696114,0.8723936,41.237396,8.074495,0.47168994,1.602522,27.112553,0.63370067,205.91539,0.5115538,30.012772,0.41921005,32.76683,0.28192008,27.735113,1.0109451,29.373997,1.0448592,37.724186,144.3104,-23.5232
2018-12-15,20.079057448751175,0.0,18.34956118773554,32.56115461631014,30.990124361559143,0.26096474537970427,29.83590585842065,51.599999000000004,168.80654970110214,29.82827395705592,97.11760586237692,359.1473477582527,397.1581135752688,383.7931946146501,32.48129575460711,0.5,341.00018,49.708683,405.893,202.09416,49.608246,18.230553,30,12.0,0.13988332,0.71331674,41.237396,8.074495,0.47168994,1.602522,39.530643,0.6985467,244.46445,0.607246,69.43184,0.58318484,69.68429,0.45544973,29.024712,1.0217195,31.377693,1.0518588,41.378494,144.3104,-23.5232
2019-01-15,19.669192169115345,0.0,5.264229603386405,19.507285173290995,31.489928844086027,0.24647296831317209,35.65658933347202,0.4,161.87902015760284,17.870024978041663,104.7476268912516,330.486197573127,413.831950672043,382.9918180181296,30.671830145229606,0.5,341.00018,44.532555,405.872,202.09416,48.510468,16.28727,30,1.0,0.13846786,0.60023814,42.7152,10.675592,0.47168994,1.5649439,18.421694,0.28914082,254.52649,0.634111,85.06489,0.5205308,87.9651,0.43783933,27.78107,1.0226779,32.223198,1.0635527,37.667492,144.3104,-23.5232
2019-02-15,-5.081518589201066,46.296561408927715,41.21504281972664,66.91955935856991,27.381456105016838,0.49994709515128966,47.17554824743401,0.0,144.42343397384897,67.87112716690936,42.48500626854276,275.91159721518153,398.19762127976185,391.36325305035837,19.73683048249401,0.5,341.00018,44.532555,405.812,202.09416,44.462494,15.873901,30,2.0,0.21482961,0.762158,42.7152,10.675592,0.47168994,1.5649439,66.93865,0.98029006,273.18103,0.6793049,124.89099,0.66242325,154.90375,0.5959641,24.863722,0.9774957,28.588593,0.97174335,29.74666,144.3104,-23.5232
2019-03-15,20.30248674608784,3.7131963469414813,24.01568309302932,36.856555173369344,27.750524615779824,0.3994362725582071,47.45856048211382,167.199999,129.9877533627276,33.76315851753996,64.76941232917756,264.292510047989,403.33275459916473,388.3593642448073,20.07086358716299,0.5,341.00018,44.532555,405.948,202.09416,46.293976,16.869394,30,3.0,0.19037345,0.71815246,42.7152,10.675592,0.47168994,1.5649439,159.48465,4.3009853,317.8658,0.7851424,244.845,1.448124,314.27682,1.0911572,22.759254,0.96808213,29.424582,1.0578772,29.521088,144.3104,-23.5232
2019-04-15,-59.65238279092442,105.70975278683608,46.05736999591164,59.079507124769435,22.007192970833334,0.5513011274768519,60.013444687888125,0.6,115.1378959608,55.924953194959215,31.726100434453617,239.59592714518197,363.8458340972222,398.84149373203576,10.752780029146514,0.5,341.00018,44.532555,406.352,202.09416,33.401733,9.713745,30,4.0,0.4787181,1.9924687,42.7152,10.675592,0.47168994,1.5649439,2.6142876,0.06847009,319.85214,0.79093564,229.0376,1.5955588,314.10248,1.023247,19.440393,0.972166,23.687988,0.9817961,18.845573,144.3104,-23.5232
2019-05-15,-23.520313463323205,51.27040203978035,27.750088576457145,26.6439539267703,18.46787669623656,0.3979699679267473,53.549837256137,0.6,83.03106049317205,24.40770809241473,41.7717789823983,208.68515223406584,335.74834052419357,391.4048620917823,9.991951942723913,0.5,341.00018,44.532555,406.862,202.09416,30.989746,11.394583,30,5.0,0.38728976,1.624194,42.7152,10.675592,0.47168994,1.5649439,1.5224675,0.06765636,321.2792,0.796587,163.6214,1.6736131,288.5124,1.007721,16.425526,1.0008972,19.595163,0.9876222,16.14976,144.3104,-23.5232
2019-06-15,3.8119159020923576,9.816717883090806,13.628633785183165,10.511963676301281,14.571829398996593,0.3336016419444444,52.61534636747908,5.4,59.58894110312687,9.950676726918529,40.019302383948464,183.38970023298612,311.8665932842922,386.2437016704477,7.921855388300636,0.5,341.00018,44.532555,407.409,202.09416,25.360687,9.819887,30,6.0,0.26485166,1.1436217,42.7152,10.675592,0.47168994,1.5649439,3.3868563,0.17091374,322.05292,0.798905,7.523611,0.09346035,252.3686,1.0111817,15.313309,1.018231,15.5408,0.9614636,12.801046,144.3104,-23.5232
2019-07-15,6.381834662804642,5.157020951516387,11.53885561432103,10.809850413541234,16.27060545385283,0.3230847325879749,44.35557613448569,7.000000000000001,68.47702875289556,9.90257204848595,45.77990862874306,193.1153289682004,319.87281691079505,388.38078576743226,10.392184327030751,0.5,341.00018,44.532555,408.009,202.09416,28.838623,12.095236,30,7.0,0.2136181,1.0197448,42.7152,10.675592,0.47168994,1.5649439,3.1012802,0.19898598,325.0133,0.80776995,8.010604,0.13834156,237.04819,1.1767012,16.399204,1.0221182,16.743387,1.0756265,15.450529,144.3104,-23.5232
2019-08-15,3.7552615861175296,2.750390502969339,6.505652089086869,5.5666238291527215,17.263748872311826,0.3077271982022849,30.973342873481513,0.0,85.46873479560483,5.099413167267443,63.92907463129193,237.88998389237906,314.78426323924737,385.3750468942343,13.745460171576338,0.5,341.00018,44.532555,408.513,202.09416,31.820892,14.404982,30,8.0,0.18814829,0.913628,42.7152,10.675592,0.47168994,1.5649439,2.9608538e-08,3.207114e-09,325.0133,0.80784696,6.4881363,0.14536393,170.10953,1.194597,19.955782,1.0262802,17.41591,0.99110585,19.055788,144.3104,-23.5232
