time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,VegH_EC,aspect_RS,BS_RS,CO2_RS,elevation_RS,LST_RS,LST-Tair_RS,Landcover_RS,month_RS,NDVI_RS,NDVI_anom_RS,NPV_RS,PV_RS,VegH_RS,WCF_RS,bare_RS,grass_RS,rain_RS,rain_anom_RS,rain_cml12_RS,rain_cml12_anom_RS,rain_cml3_RS,rain_cml3_anom_RS,rain_cml6_RS,rain_cml6_anom_RS,srad_RS,srad_anom_RS,tavg_RS,tavg_anom_RS,trees_RS,vpd_RS,x_coord,y_coord
2016-10-15,11.342632558507672,3.588081071951548,14.93071363045922,16.122579892295946,28.630294384989128,0.02513733577385345,30.922537885729735,8.4,122.71609968827354,14.769400397154019,83.89049506074802,295.4456511049402,386.16559415322575,398.31963910874765,27.812578428415275,0.5,129.38348,24.066914,401.798,222.61281,44.961395,16.514856,30,10.0,0.23729184,0.9618722,54.08616,20.201334,0.7957978,0.02835954,0.56655955,0.29573348,10.593767,0.5515009,822.8672,1.3478615,19.939178,0.87327904,31.629107,0.98015296,26.206404,1.0085204,28.446539,0.9642451,0.13770695,36.30936,133.3502,-17.1507
2016-11-15,20.87304218808957,0.0,19.464468007352874,32.60094809871854,31.136684027777775,0.0403754185485419,33.81102614662352,46.0,125.78259060415805,30.860218462583255,71.8468849755415,286.62687582915805,403.6251350694444,400.76068689798234,30.905623880712138,0.5,129.38348,24.066914,401.532,222.61281,46.71216,15.543772,30,11.0,0.23521653,0.96390146,54.08616,20.201334,0.7957978,0.02835954,0.56655955,0.29573348,28.696379,0.59738666,815.7654,1.3410405,48.377983,0.68683565,59.724583,0.77463657,26.396177,1.0238779,31.168386,1.002635,0.13770695,40.447823,133.3502,-17.1507
2016-12-15,18.420256160789073,0.0,17.223880380220468,35.68159492331829,29.945832271505374,0.07604918928967919,56.568725456010924,232.0,131.79115846626948,32.686813509503345,68.03555378888805,251.56299253878294,425.43847338709685,380.8619568697476,18.906635645103428,0.5,129.38348,24.066914,401.333,222.61281,46.207245,15.369537,30,12.0,0.22685973,0.8570055,54.08616,20.201334,0.7957978,0.02835954,0.56655955,0.29573348,156.86208,1.625345,455.30634,0.74719834,196.15222,1.1978357,216.25226,1.2752146,24.496107,0.9354145,30.837708,0.99427223,0.13770695,27.072252,133.3502,-17.1507
2017-01-15,-7.1126267583958995,66.91468461380776,59.80205785541187,118.97930642940243,28.227858373655913,0.7187616359543827,77.5807952736879,297.199998,169.3878350965901,108.99328937245437,18.006734476792655,250.75457510540934,425.01823535148367,372.6906647199076,8.812385788247523,0.5,129.38348,17.62279,401.311,222.61281,33.23459,3.9409103,30,1.0,0.43221155,1.321237,55.670002,24.908426,0.7957978,0.031209454,0.45686197,0.36935908,315.082,2.1508238,670.3817,1.1033539,500.64044,1.7134243,520.57965,1.6470834,21.994774,0.8811459,29.293678,0.9648939,0.17377894,15.588926,133.3502,-17.1507
2017-02-15,-66.89276055245824,115.34943268449678,48.456672132038534,114.78064049816265,27.083623534226188,0.7154961404037185,77.50514601322824,171.40000000000003,166.52778361679256,116.41277262164844,19.05088438390013,260.51935442695236,412.4384914539139,382.90682598954015,8.255507747158799,0.5,129.38348,17.62279,401.306,222.61281,31.95868,3.642784,30,2.0,0.5180152,1.4009222,55.670002,24.908426,0.7957978,0.031209454,0.45686197,0.36935908,232.24553,1.3890122,813.42834,1.347461,704.18964,1.7210534,752.56757,1.5589015,22.13489,0.90506124,28.315895,0.95165825,0.17377894,16.758196,133.3502,-17.1507
2017-03-15,-67.88149906401304,106.21741075139096,38.3359116873779,123.04534012751495,28.58822674731183,0.5217596471868221,70.53320299258044,43.99999999999999,175.2272806947884,112.71805799614346,30.711234572823845,274.45947397551316,414.8088814609641,393.0898805535542,11.83446623239748,0.5,129.38348,17.62279,401.409,222.61281,34.328125,4.210081,30,3.0,0.529936,1.3069278,55.670002,24.908426,0.7957978,0.031209454,0.45686197,0.36935908,80.40139,0.7971388,845.1197,1.3824736,627.7289,1.5142124,823.8811,1.4202194,23.150852,0.9994612,30.118044,1.0526875,0.17377894,23.2609,133.3502,-17.1507
2017-04-15,-56.08789000140853,57.4751916872567,1.3873016858481524,109.88754192080354,26.229175708333333,0.2398945574572213,43.767453665595674,0.2,132.57248510122656,104.02008983676063,41.737384871133074,256.0829598312991,380.3861175203601,352.48047786489246,19.59915214802371,0.5,129.38348,17.62279,401.664,222.61281,34.14685,7.1895733,30,4.0,0.47176602,1.2167794,55.670002,24.908426,0.7957978,0.031209454,0.45686197,0.36935908,0.0,0.0,844.91644,1.3813835,312.6469,1.0930119,813.28735,1.4065149,22.9259,1.0228845,26.957277,1.0098118,0.17377894,27.634325,133.3502,-17.1507
2017-05-15,-20.243038993200003,11.9443924926,0.0,54.08438703130095,23.75454998655914,0.11178978971745603,37.289368909112284,12.399999999999999,97.32933167424301,49.54504630376344,50.62589771505377,230.91900761573177,356.6701404978305,365.21889446226106,18.79127700313231,0.5,129.38348,17.62279,401.903,222.61281,33.15393,9.134012,30,5.0,0.4047593,1.1558042,55.670002,24.908426,0.7957978,0.031209454,0.45686197,0.36935908,0.050861865,0.015864821,844.3664,1.3807019,80.452255,0.65919775,784.64185,1.4770907,20.645067,1.0360041,24.019918,1.0268712,0.17377894,24.888126,133.3502,-17.1507
2017-06-15,-12.357608046726563,0.7524816207491949,0.0,11.730262258975223,20.04895595138889,0.08618545212250558,35.93749446755821,47.400000000000006,81.0079809228693,11.103924181566978,62.353346995005694,222.42667533665627,333.61112868398357,386.4345075895692,15.235719494809572,0.5,129.38348,17.62279,402.207,222.61281,28.558624,8.174246,30,6.0,0.3631235,1.1824152,55.670002,24.908426,0.7957978,0.031209454,0.45686197,0.36935908,0.07327944,0.018187566,844.1053,1.3802923,0.124141306,0.00492383,627.853,1.4276838,18.703733,1.0095167,20.384378,1.0116866,0.17377894,20.364788,133.3502,-17.1507
2017-07-15,-8.59203452158448,2.375313816179537,0.0,9.99431096558745,22.476523879032257,0.08716298101790934,39.15166823232669,18.8,84.34327409060954,9.155481401271421,61.91765346982811,225.24704240412166,348.7572095021579,388.9781131328261,16.847530591597703,0.5,129.38348,17.62279,402.837,222.61281,30.802246,8.295555,30,7.0,0.33634427,1.1685228,55.670002,24.908426,0.7957978,0.031209454,0.45686197,0.36935908,1.0094445,0.45842773,834.36017,1.3643587,1.1335858,0.120121196,313.7805,1.0619397,19.134245,1.0103576,22.506691,1.1286564,0.17377894,21.873783,133.3502,-17.1507
2017-08-15,-7.301622586824238,2.1774089116537114,0.0,11.375629207319998,22.881500508064516,0.08158731018902024,26.927483261350023,41.6,95.7826667980098,10.420864629286271,72.44968176047081,257.68315042262003,340.42902187039766,389.35031213985764,20.746810343104922,0.5,129.38348,17.62279,403.399,222.61281,33.528717,10.892254,30,8.0,0.31007597,1.1898623,55.670002,24.908426,0.7957978,0.031209454,0.45686197,0.36935908,0.1391653,0.32137692,834.2417,1.364333,1.2218891,0.18335412,81.67415,0.6345604,22.741592,1.0334892,22.636463,1.0275369,0.17377894,28.467573,133.3502,-17.1507
