time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,VegH_EC,aspect_RS,BS_RS,CO2_RS,elevation_RS,LST_RS,LST-Tair_RS,Landcover_RS,month_RS,NDVI_RS,NDVI_anom_RS,NPV_RS,PV_RS,soil_moisture_RS,VegH_RS,WCF_RS,rain_RS,rain_anom_RS,rain_cml12_RS,rain_cml12_anom_RS,rain_cml3_RS,rain_cml3_anom_RS,rain_cml6_RS,rain_cml6_anom_RS,srad_RS,srad_anom_RS,tavg_RS,tavg_anom_RS,vpd_RS,x_coord,y_coord
2012-01-15,-18.618301470394172,130.2026176899934,111.5843162195992,62.869534169387855,22.585355104838712,0.19657936419350325,62.5200299004428,56.983228825089455,198.68830734308244,57.59284984991414,124.35199475218765,319.35081218595684,355.78135793010756,362.65788750769855,10.447720909710176,28.0,70.50532,7.79891,388.819,149.14915,310.3444,14.327648,10,1.0,0.31597298,0.9064174,45.839077,47.250072,,6.0107093,24.811998,40.45901,1.0130744,609.4601,1.1540569,147.86922,1.1533074,273.60278,1.0179908,26.342604,0.9843571,22.866749,1.0234741,20.787586,145.0294,-36.6732
2012-02-15,-2.5061101544060165,108.95643020082773,106.4503200464217,62.85014654566652,21.60726541666667,0.20648828251073245,71.7112036564834,83.21309496573458,154.35320989573748,61.54578526678135,80.57008471896788,258.12441303855445,356.9284690373563,366.9937151485235,7.419655630836391,28.0,70.50532,7.79891,388.79,149.14915,303.54758,8.606113,10,2.0,0.3287363,0.92140657,45.839077,47.250072,,6.0107093,24.811998,83.312935,2.7724833,556.8354,1.0546929,156.46065,1.3963524,290.9715,1.1797316,23.48925,0.96733564,21.79147,0.9885475,16.26656,145.0294,-36.6732
2012-03-15,-9.44503198908662,119.69916843554074,110.25413644645411,69.3317377029424,18.16221482997312,0.26240473711783047,79.31866540358588,125.61438804696435,120.46318667005772,63.51267608570023,47.680350804848715,213.1630259518711,340.47039966397847,369.4560270087463,4.362735293171922,28.0,70.50532,7.79891,388.826,149.14915,296.9749,5.9509563,10,3.0,0.4753442,1.2501909,45.839077,47.250072,,6.0107093,24.811998,123.339195,3.6487374,619.48553,1.1733974,247.11115,2.3824415,373.19165,1.5904177,18.099792,0.931201,17.873964,0.91853625,9.393132,145.0294,-36.6732
2012-04-15,-15.433259634315842,105.80743153502256,90.37417190070671,42.955424429614496,15.897759627083332,0.20809550126497117,81.46213141218618,38.4,74.29263537202777,40.66181689062583,35.184367368087,162.1463819132639,324.29265930555556,370.2651075687773,3.3793826812488827,28.0,70.50532,7.79891,389.0,149.14915,295.89636,7.765312,10,4.0,0.519672,1.2033603,45.839077,47.250072,,6.0107093,24.811998,23.021767,0.62592584,595.2066,1.1231626,229.67389,2.2625825,377.54312,1.6434727,14.235996,1.0151352,14.981056,0.9838886,9.011489,145.0294,-36.6732
2012-05-15,-20.970050442019872,88.58996592877162,67.61991548675175,28.485612681373333,11.46813434576613,0.21854607983722643,87.82708672922713,19.4,35.29675606223783,26.09479512956153,15.105549949275447,108.37694297971065,308.60043335674567,369.301761027539,1.6566393916920494,28.0,70.50532,7.79891,389.287,149.14915,287.05933,3.460452,10,5.0,0.52688247,1.0587258,45.839077,47.250072,,6.0107093,24.811998,23.587297,0.50224185,596.0964,1.1261033,169.94826,1.4479532,326.4089,1.4227512,9.755607,1.0501585,10.44888,0.906991,5.050682,145.0294,-36.6732
2012-06-15,-7.021433668322482,66.21143234066764,59.189998672345155,23.988408281350207,9.547722092777779,0.255664857575256,83.82392631626445,35.2,17.37141612059236,22.70754574040157,3.8090595090466572,79.0335908439354,306.23838034722223,368.23232211174644,1.9339024454752853,28.0,70.50532,7.79891,389.712,149.14915,283.36734,1.8152046,10,6.0,0.55582005,0.99655056,45.839077,47.250072,,6.0107093,24.811998,46.927757,0.85749453,620.2179,1.1748408,93.53682,0.6817301,340.64798,1.4139061,7.590112,1.0458679,8.402142,0.9535211,3.2415357,145.0294,-36.6732
2012-07-15,-8.84604078223804,68.76180024514858,59.915759462910536,34.09873571212118,9.317094791289254,0.27528332653505505,80.59848503917267,45.4,29.767454976437236,31.23680478765701,6.000083892671718,85.50909250141429,311.97436650531904,386.5787540765876,2.2834302357240817,28.0,70.50532,7.79891,390.378,149.14915,283.43524,1.9932976,10,7.0,0.58707714,0.98945105,45.839077,47.250072,,6.0107093,24.811998,53.09687,0.93161094,626.88855,1.1926823,123.61192,0.79577476,353.2858,1.3754828,7.7536073,1.0060866,8.29195,1.0300869,2.828461,145.0294,-36.6732
2012-08-15,-38.73758305178603,94.35255453270526,55.61497148091923,41.945962612938075,9.424770045026882,0.26823951206820945,75.82376255270061,35.6,54.884053704940854,38.42540840319028,16.323155876223748,119.95736160561962,308.2647860887097,383.6867805747533,2.8662980333939654,28.0,70.50532,7.79891,391.05,149.14915,285.19043,3.3031483,10,8.0,0.60868496,0.9872183,45.839077,47.250072,,6.0107093,24.811998,40.319675,0.7581257,601.2641,1.1456932,140.3443,0.87284017,310.29254,1.1155112,10.40135,0.97217226,8.7372875,0.95149547,3.8863032,145.0294,-36.6732
2012-09-15,-43.89895451505077,108.1398120992013,64.24085758415053,41.8943382000423,12.434891575555556,0.25299745518196787,70.38353937354452,9.2,90.89161454654115,39.65738742578078,43.41992368812786,173.54714046199237,312.67075055555557,382.991886072764,4.299401869005317,28.0,70.50532,7.79891,391.479,149.14915,289.50876,4.7506647,10,9.0,0.6083025,1.0160143,45.839077,47.250072,,6.0107093,24.811998,17.184963,0.36948997,577.33,1.0969611,110.60152,0.7161257,204.13834,0.69994444,15.817241,1.0262489,11.6081,1.025212,6.8108726,145.0294,-36.6732
2012-10-15,-54.29042822335159,130.60460440461048,76.31417618125889,48.166848637635724,14.996876521974881,0.23369357961740705,59.89340813928881,30.828308991751648,136.94511905854444,44.12417107874216,73.97353987210094,240.7775653274047,315.22083549356273,382.00239266018497,6.8943317317983555,28.0,70.50532,7.79891,391.519,149.14915,294.48734,7.4797707,10,10.0,0.51208997,0.9447828,45.839077,47.250072,,6.0107093,24.811998,24.91173,0.5337759,583.5714,1.0990381,82.41637,0.5647835,206.02829,0.6838865,21.564983,1.0474514,13.857571,0.97104245,10.619762,145.0294,-36.6732
