time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,aspect_RS,BS_RS,CO2_RS,elevation_RS,LST_RS,LST-Tair_RS,Landcover_RS,month_RS,NDVI_RS,NDVI_anom_RS,NPV_RS,PV_RS,soil_moisture_RS,VegH_RS,WCF_RS,rain_RS,rain_anom_RS,rain_cml12_RS,rain_cml12_anom_RS,rain_cml3_RS,rain_cml3_anom_RS,rain_cml6_RS,rain_cml6_anom_RS,srad_RS,srad_anom_RS,tavg_RS,tavg_anom_RS,vpd_RS,x_coord,y_coord
2005-10-15,-96.54569990371596,218.6537673441456,122.10806744042965,87.22653688423236,10.538684255376344,0.3784805591211524,78.06207793844202,80.33504614493634,86.18388024171853,79.90555215768836,43.814550436411324,170.43674289966265,366.8812821791276,373.4124973071307,2.804718894246299,194.62206,1.9827658,378.053,693.0817,287.42368,2.964696,10,10.0,0.77405316,1.0668215,15.31112,81.12836,,10.912318,77.86012,84.68518,0.83762264,1247.1118,1.0655955,346.3989,1.0071354,610.49603,0.88816744,17.581877,0.97873294,11.308986,1.0500941,4.31741,145.1878,-37.4259
2005-11-15,-112.75019503909397,255.35741197497404,142.60721693588007,110.96307791471921,12.800341645833333,0.36721070914509557,78.03861072823887,71.9310759024045,113.9453887891888,105.03819751989006,68.4571996938202,201.3425700916667,379.28109346205747,365.5003380155666,3.2665206178439794,194.62206,1.9827658,377.997,693.0817,293.04694,6.0141096,10,11.0,0.7607358,1.0723523,15.31112,81.12836,,10.912318,77.86012,90.98518,0.88800627,1148.8237,0.98011816,263.7542,0.8217087,674.0306,0.9747189,21.435041,0.98327404,13.882833,1.0425817,5.145258,145.1878,-37.4259
2005-12-15,-82.04362022634615,245.93178288775022,163.88816266140407,114.44261635491011,15.569537672536102,0.33388638410631083,67.6150527739783,43.24614168932319,116.71710633897781,104.83736689382,65.17210191008502,234.75722624988194,387.2048127086658,356.6419771276892,5.778941241899525,194.62206,1.9827658,377.883,693.0817,292.08875,3.0706873,10,12.0,0.7403179,1.0709796,15.31112,81.12836,,10.912318,77.86012,74.654495,0.8226695,1104.5192,0.94112056,250.32486,0.84388596,614.7266,0.93120146,24.938278,1.039094,15.868064,1.0385219,11.00356,145.1878,-37.4259
2006-01-15,-29.406321183599996,219.645678861,190.2393576774,71.41426146886208,16.935754704301075,0.30023105712325504,77.9088440860215,64.68773925354219,99.0073386491424,65.42041216397848,61.85232405913979,237.80760501872948,397.586577425403,356.52594004633477,4.307069622733513,194.62206,4.1553707,377.971,693.0817,298.52203,6.2262974,10,1.0,0.6972925,1.0199577,17.340591,75.90349,,10.912318,77.15529,77.06728,1.0329504,1129.0594,0.96479636,242.70697,0.9097856,589.10583,0.9737543,24.308546,0.99828035,19.145742,1.0962666,11.270784,145.1878,-37.4259
2006-02-15,-57.27552563913598,197.25977690776867,139.9842512686327,58.07250376052648,14.304802791055014,0.28594110036821485,80.20587051638323,68.89427057154208,101.96799738734643,58.898270183047195,62.30247459738995,215.25762472916176,391.3392442418626,362.7627828009691,3.251724799544261,194.62206,4.1553707,378.103,693.0817,293.49994,3.7000885,10,2.0,0.70965093,1.0222826,17.340591,75.90349,,10.912318,77.15529,47.980476,0.8356934,965.8719,0.82570624,199.70224,0.8916585,463.45645,0.8644703,22.14241,1.0148823,16.649857,0.9499841,8.767649,145.1878,-37.4259
2006-03-15,-94.70124349956365,231.44968858835637,136.74844508879272,74.07283480719137,16.4937191562605,0.2780010673538112,61.39965002224856,25.825874535958462,82.44396574277475,67.85584956799758,42.17468004548206,183.7548797170699,397.0474462475857,372.62089147885587,7.313938840489744,194.62206,4.1553707,378.117,693.0817,294.37512,4.3984833,10,3.0,0.717759,1.0108602,17.340591,75.90349,,10.912318,77.15529,34.09237,0.48469558,979.96484,0.8377197,159.14014,0.78350663,409.465,0.83360666,18.80659,1.1188399,16.826645,1.0870053,9.896619,145.1878,-37.4259
2006-04-15,-88.94023048115285,151.922818451186,62.98258797003315,63.228293326747135,10.030173215949016,0.28850821054792086,64.7278189838134,68.26833134607628,31.206611713440886,59.85221470158441,3.551308605250592,94.5419547972222,357.47183177408004,375.28268450056834,4.357148778110902,194.62206,4.1553707,378.179,693.0817,285.66428,2.690958,10,4.0,0.75917006,1.0406696,17.340591,75.90349,,10.912318,77.15529,96.015976,1.1074075,1031.2917,0.87980914,178.08882,0.8237102,420.79578,0.87125456,10.682981,0.9049498,9.823324,0.80399764,3.8330762,145.1878,-37.4259
2006-05-15,-107.71147011541794,130.61656721529397,22.905097099876027,70.33465248184883,6.795763562577056,0.327844581763929,89.23236611940843,66.39999999999999,9.12368725866617,64.43141552025997,-4.7931418710183715,63.31414036882486,350.4046212131769,378.8998249079359,1.065852520201082,194.62206,4.1553707,378.301,693.0817,282.87866,1.829454,10,5.0,0.7887126,1.0564375,17.340591,75.90349,,10.912318,77.15529,92.681984,0.9271268,1096.5231,0.93756837,222.79031,0.86807793,422.49258,0.87906647,7.538308,0.98377514,7.8992143,0.8539266,1.6833857,145.1878,-37.4259
2006-06-15,-93.78055250801137,100.38569663726065,6.605144129249278,34.00909051206455,5.202348349278299,0.330432583745366,85.0071835000872,17.799999999999997,-10.568144642339522,32.193173024846296,-10.463589683011298,56.535786167278005,342.7757468138485,376.9116240026506,1.328154462159383,194.62206,4.1553707,378.534,693.0817,280.73724,2.0229063,10,6.0,0.78779054,1.041131,17.340591,75.90349,,10.912318,77.15529,35.56705,0.2839105,998.1318,0.85410076,224.26501,0.72258455,383.40515,0.74668294,6.6546254,1.1636894,5.5643435,0.8318688,1.8573879,145.1878,-37.4259
2006-07-15,-84.55471072255125,89.30961331516109,4.754902592609837,39.67580883460288,5.360868034929702,0.3437168419840471,85.8718262912573,54.19999999999999,1.1075626934679124,36.345790231698636,-8.11419993831805,55.276555770693605,347.2565114453984,388.0854282017257,1.265529844904394,194.62206,4.1553707,378.928,693.0817,280.63388,1.1511679,10,7.0,0.7990998,1.051618,17.340591,75.90349,,10.912318,77.15529,113.99195,0.9148306,1009.43567,0.86675966,242.241,0.7053757,420.3298,0.7510924,6.533047,1.0167034,6.332719,1.0759476,1.4767734,145.1878,-37.4259
