time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,ET_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,VegH_EC,aspect_RS,BS_RS,CO2_RS,elevation_RS,LST_RS,LST-Tair_RS,Landcover_RS,month_RS,NDVI_RS,NDVI_anom_RS,NPV_RS,PV_RS,soil_moisture_RS,VegH_RS,WCF_RS,rain_RS,rain_anom_RS,rain_cml12_RS,rain_cml12_anom_RS,rain_cml3_RS,rain_cml3_anom_RS,rain_cml6_RS,rain_cml6_anom_RS,srad_RS,srad_anom_RS,tavg_RS,tavg_anom_RS,vpd_RS,x_coord,y_coord
2006-03-15,-78.45228663429387,130.6761319920118,52.22384535771792,107.63424959117344,27.13918884408602,0.9870409744623656,85.35542753894832,305.7,136.38989485887097,98.6004311517709,7.396317688973871,198.30864654569893,396.77254032258065,338.02777205793933,5.39250177069532,0.5,69.48888,5.6018324,378.117,2.7451735,300.60535,-0.71115494,30,3.0,0.70149565,1.009049,46.308327,47.481537,,2.8224065,22.373045,391.0025,1.4385189,1469.301,0.9340314,939.7403,0.96837616,1420.7676,0.9909395,18.054304,0.8690836,28.166508,0.98205906,8.767133,131.3072,-12.5452
2006-04-15,-46.15433206332836,82.01625447223925,35.86192240891089,127.71164762104748,26.681863888888888,0.9871633680555555,80.73449992436797,450.0,149.47960949999998,120.89247631288661,4.781391670928288,218.1260337361111,383.14717361111104,331.40076826615103,6.901113532495799,0.5,69.48888,5.6018324,378.179,2.7451735,301.10532,0.45510864,30,4.0,0.70078164,1.0827342,46.308327,47.481537,,2.8224065,22.373045,666.8938,6.2196693,2101.1042,1.3341664,1230.3855,1.7444192,2048.3188,1.3858417,18.135288,0.8417342,27.500214,0.9722581,11.357454,131.3072,-12.5452
2006-05-15,-50.86863786720718,87.61767779290213,36.74903992569495,165.65284995380406,24.364907930107528,0.987579495967742,70.66274060726305,0.0,146.28512137768817,151.74948948874464,3.885270666222524,258.7896049462366,336.0815524193548,335.0342173114639,9.12692867940264,0.5,69.48888,5.6018324,378.301,2.7451735,300.63074,2.3425007,30,5.0,0.6452697,1.1270529,46.308327,47.481537,,2.8224065,22.373045,11.405707,0.7697007,2112.504,1.3415306,1069.302,2.7143219,1873.7648,1.3866372,20.0815,0.9920473,25.138243,0.94552237,19.084927,131.3072,-12.5452
2006-06-15,-40.63373404848661,62.03911816821309,21.405384119726488,107.20929278354697,21.682265277777777,0.9851391875,68.29991916731737,0.0,124.22534615972222,101.4848459775119,13.49268736069345,231.89156202777775,323.5259652777778,332.04373210522164,8.353419346905639,0.5,69.48888,5.6018324,378.534,2.7451735,299.4285,2.9132671,30,6.0,0.5751464,1.1483337,46.308327,47.481537,,2.8224065,22.373045,0.0,0.0,2112.504,1.3414865,678.2995,5.4684677,1618.0398,1.4783813,19.31265,0.9939601,23.365236,0.9557427,21.126965,131.3072,-12.5452
2006-07-15,-30.51006076212912,54.047784118012146,23.537723355883017,105.74484067986646,21.615591129032257,0.9837601545698924,69.58446736624619,0.0,131.04110932795697,96.86960166223132,18.221606636171302,237.96733084005373,322.71904569892473,336.65339964164906,7.98161216556851,0.5,69.48888,5.6018324,378.928,2.7451735,301.42786,5.228052,30,7.0,0.49854323,1.1101953,46.308327,47.481537,,2.8224065,22.373045,0.14695486,0.17354602,2112.5642,1.3415363,11.552662,0.70725954,1241.9382,1.720944,19.892544,0.99338347,23.04981,0.9585062,19.139454,131.3072,-12.5452
2006-08-15,-18.575608924692553,42.39546813457755,23.819859209884992,116.37182581128415,22.509428091397847,0.9872336760752688,65.41583351913701,0.0,152.54840494623656,106.60465644062381,14.569030358745783,265.3541652352151,324.0949126344086,345.29255275034245,9.595164301277414,0.5,69.48888,5.6018324,379.379,2.7451735,304.623,7.327938,30,8.0,0.43804908,1.105949,46.308327,47.481537,,2.8224065,22.373045,0.1409019,0.053552415,2112.0386,1.3415331,0.28785676,0.07872856,1069.5898,2.6900854,22.438938,1.0102929,24.145054,0.9606627,23.681435,131.3072,-12.5452
2006-09-15,-5.323001896529074,25.48715790519916,20.16415600867009,123.13408581316436,24.654875961718123,0.9890430893187774,64.32785174781273,0.0,175.91303784596613,116.55933370030094,28.789745643459273,285.7308461101175,341.95416893187945,347.0681732508844,11.296658488883976,0.5,69.48888,5.6018324,379.601,2.7451735,309.89545,10.000744,30,9.0,0.40926978,1.0767053,46.308327,47.481537,,2.8224065,22.373045,1.2714792,0.09540172,2100.6265,1.3350079,1.559336,0.09933746,679.8589,4.8653197,24.834381,1.047189,26.744709,0.9556646,26.5022,131.3072,-12.5452
2006-10-15,7.310620774327689,12.124100408159931,19.43472118248762,129.6258938916712,26.665160212755147,0.8729510602433321,63.5281341258502,0.0,184.04372255242933,118.74630124425198,64.95909607237839,292.90733949851113,361.1443344851792,339.74245410562827,13.051451161077866,0.5,69.48888,5.6018324,379.533,2.7451735,312.89642,11.03891,30,10.0,0.38124675,0.95745087,46.308327,47.481537,,2.8224065,22.373045,1.3547615,0.020748615,2062.6387,1.3098396,2.7671428,0.03443466,14.319804,0.1480946,26.216333,1.0734316,28.70752,0.96468014,27.38895,131.3072,-12.5452
2006-11-15,-38.66968096644706,59.72900214926074,21.05932118281368,123.72835989402071,28.211246145735505,0.8705358513546853,70.70411257222949,124.19999999999999,181.43891424516346,117.1218764799264,56.65550023943223,276.86134230101476,383.9363185269973,344.719063320891,11.503996755225893,0.5,69.48888,5.6018324,379.49,2.7451735,311.46716,8.193676,30,11.0,0.44150633,0.98962605,46.308327,47.481537,,2.8224065,22.373045,177.91678,1.2471993,2054.5957,1.3048351,180.54301,0.82197976,180.83087,0.8098096,24.481922,1.0458207,30.123493,1.0035402,21.149971,131.3072,-12.5452
2006-12-15,-32.90158499264987,58.27765684144072,25.37607184879085,127.6841628555523,27.92861155913978,0.7876202135171911,74.2009317306343,236.60000000000002,164.64467844758065,116.96754106271774,43.46003597429584,241.5843445094086,393.04643145161293,357.0934781695681,9.960988282071426,0.5,69.48888,5.6018324,379.563,2.7451735,310.51105,7.5381584,30,12.0,0.51981413,0.95478207,46.308327,47.481537,,2.8224065,22.373045,231.39977,0.89346147,2030.2704,1.2879848,410.67133,0.8809838,412.23065,0.8555198,22.841602,1.0422835,29.822895,1.0124073,17.771591,131.3072,-12.5452
